review_id,is_about_discovery,primary_topic,discovery_subtheme,segment_signal,jtbd,verbatim_evidence,topic_sentiment,stratum,label_model
7092,False,other,none,unknown,,I'm gonna fly some planes into a couple buildings in a Manhattan,negative,control,8b
2191,False,other,none,unknown,,Very good. I was gone oh yes so good,positive,control,8b
1508,False,performance_bugs,none,premium_user,listen to music,"I paid for Spotify premium but it keeps shutting down, I can’t even get through one song without it shutting down",negative,control,8b
4855,False,performance_bugs,none,unknown,,service gets more worsen,negative,control,70b
3135,False,ads,none,free_user,listen to music without interruptions,I don’t mind the adds because their not that often,positive,control,70b
6810,False,ui_ux,none,unknown,control music playback,el poder controlar la reproducción de música desde cualquier otro dispositivo,positive,control,70b
6183,False,other,none,unknown,,This is nothing new. It's been the way ever since multi-movement cantatas and suites. Music didn't start with the 3-minute pop song.,neutral,control,8b
3971,False,performance_bugs,none,premium_user,listen to music offline,I have been paying for the app and it’s been telling me I’m offline for the last three months. Suddenly it’s back online again,negative,control,8b
4809,False,ads,none,premium_user,,"My bank confirmed this is the normal status before settlement and provided transaction references, but support kept repeating the same scripted response.",negative,control,8b
2772,True,discovery,discovery_works,unknown,stay up-to-date with music trends,It really keeps me in the mix the middle with all that’s trending,positive,control,70b
5974,True,discovery,none,unknown,find old music,fine all the music that I haven't heard from my younger years,neutral,control,70b
243,False,ui_ux,none,unknown,use in spa room,Gets confused when genre is changed ,neutral,control,8b
4900,False,other,none,unknown,,,positive,control,70b
7018,False,social,none,unknown,upload own music to Spotify,YOU CAN upload your own music to Spotify and listen to it on the app on your other devices.,positive,control,8b
4689,False,other,none,unknown,,"one of the worst apps. if you develop for this app, quit your job.",negative,control,8b
5509,False,catalog,none,unknown,,you can find basically every song,positive,control,70b
7035,False,performance_bugs,none,unknown,download playlist from local files,You need to add a song from local files to a playlist and then download that playlist on another device.,neutral,control,8b
3180,False,performance_bugs,none,unknown,use app without freezing,I have been having problems where it keeps on freezing and then resets every time I go into it and it annoys me and also sometimes it doesn’t connect me to my AirPods,negative,control,8b
2361,False,pricing,none,unknown,,My point of view. Because we have to pay for it,negative,control,8b
3825,False,recommendation_quality,none,premium_user,avoid annoying podcast recommendations,I’ve been getting  these dumb podcast recommendations on my Home Screen that have nothing to do with the podcasts I listen to.,negative,control,8b
4837,False,other,none,unknown,,I just like using it sooooo thats all I wanted to say,neutral,control,8b
1952,False,other,none,unknown,,"I hate Zionism and xenophobes. The ceo liquid eat his shares to invest hundreds of millions of dollars into a weapons technology company for Israel. 
Now Spotify is running ICE recruitment advertisements on your platform. 
Horrible, despicable, shameful, corrupt. Will be deleting imminently",negative,control,8b
3509,False,ads,none,unknown,,Bad. They always play adds I have specifically asked not to see,negative,control,8b
2107,False,catalog,none,unknown,find favourite songs,I can find al of my favourite songs,positive,control,70b
1260,False,ads,none,unknown,,As requested. Enough with all the advertisement’s. Play more uncompressed cleaner sounding music. Pure true clean audio please. Ty,negative,control,8b
3528,False,ui_ux,none,premium_user,change app logo,"CHANGE THE DAMN APP LOGO. Honestly the worst thing ever, every time I open my phone I get blinded. Insanely close to cancelling my plan and going to Apple Music. Fire your graphic designer!",negative,control,8b
4316,False,ui_ux,none,unknown,,Pretty user friendly interface,positive,control,70b
3017,False,podcasts,none,premium_user,disable podcasts,"Stop spamming Podcasts. The app won’t stop spamming about podcasts, I get it you’re doing podcasts. I have a separate podcast app that I use, I don’t care about podcast suggestions, I’m not listening to a random podcast for 30 mins to see if I like it or not . I don’t want to mix my music and podcasts. There should be an option to disable podcasts in the app. I’m probably going to switch to Apple Music because it’s becoming a pain",negative,control,8b
83,False,ads,none,free_user,,Spotify. The app is good I just hate the adds you’ll get like 3 in a row even tho it says have a good 30 minutes break within a couple minutes you’ll get another add and premium is not an option for me,negative,control,8b
6255,False,ui_ux,none,unknown,,can't understand putting songs in a particular order (except for one singular playlist where i did that) because alphabetical just helps me find everything easier,negative,control,8b
5150,False,pricing,none,unknown,,alot of things are behind a paywall,negative,control,70b
4333,False,pricing,none,free_user,,Beggars. At this point why is this app even free on the AppStore? Might as well make me pay money for that. It’s ridiculous that now without premium I can’t even choose what song I want to play. Absolutely diabolical why you would advertise this app as free and then keep taking away more and more features until I’m forced to buy premium. Why even call it a music app if I can’t hear the music I want?,negative,control,8b
1652,False,other,none,unknown,,The song 'Dammi Falastini' was removed by Spotify and I don't want to give my Palestinian money to apartheid apologists,negative,control,8b
6640,False,other,none,unknown,,Spotify for the win,positive,control,8b
3192,False,other,none,unknown,listen to music while walking,I could walk for at least 2 hrs without any stress,positive,control,70b
530,False,performance_bugs,none,unknown,listen to music without bugs,"it started being weird, so like at first it was a add so I didn’t think much of it, but then my music stoped played it ago and then stoped, and when I looked there was like a play button on all my songs of my playlist",negative,control,8b
6118,False,other,none,unknown,,I thought it would be easily over 1M,neutral,control,8b
